id,created_at,respondent_id,age,gender,income,location,fast-food-frequency,education,brand-recall,brand-recognition,price-guess,dce,past-use,vigniette
59,2025-04-13 10:15:15.205041+00,191,23,kobieta,2500-5000,miasto-500,raz-w-miesiacu,w-trakcie-studiow,"[""mcdonalds"",""kfc"",""burger king"",""popeyes"",""pizza hut"",""telepizza"",""dominos pizza""]","[""kfc"",""burger king"",""mcdonalds"",""subway"",""nie wiem"",""nie wiem"",""max burger"",""popeyes""]","[""20"",""26"",""25""]","[""4"",""4"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""kfc""]",read
60,2025-04-13 10:15:50.315783+00,163,23,kobieta,2500-5000,miasto-500,raz-w-miesiacu,wyzsze,"[""McDonald"",""MaxBurger"",""Subway"",""KFC"",""Dunkin Donuts"",""Thai Wok"",""Five Guys"",""Chuck E Cheese"",""Chipotle"",""SaladStory""]","[""KFC"",""Burger King"",""McDonald"",""Subway"",""nie wiem"",""Wendy's"",""MaxBurger"",""nie wiem""]","[""25"",""20"",""35""]","[""4"",""3"",""3"",""2"",""1"",""1""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers""]",read
61,2025-04-13 10:15:58.208212+00,23,25,kobieta,5000-7500,miasto-500,raz-w-miesiacu,w-trakcie-studiow,"[""mcdonald, kfc, max burgers, north fish, burger king""]","[""kfc"",""burger king"",""mc donald"",""subway"",""nie wiem"",""nie wiem"",""max burgers"",""nie wiem""]","[""34"",""25"",""47""]","[""3"",""2"",""3"",""3"",""2"",""1""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""north fish"",""five guys""]",read
62,2025-04-13 10:16:33.486113+00,85,29,mezczyzna,5000-7500,miasto-500,raz-w-miesiacu,wyzsze,"[""McDonald's, KFC, Burger King, Subway""]","[""KFC"",""Burger King"",""McDonald's "",""Subway "",""Chicken Bell"",""Nie wiem"",""Premium Max Burger "",""Louisiana Kitchen""]","[""24.99"",""26.99"",""32.99""]","[""2"",""2"",""3"",""3"",""1"",""1""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""north fish""]",read
63,2025-04-13 10:19:17.964766+00,195,25,inne,ponizej-1000,wies,rzadziej-niz-raz-w-miesiacu,wyzsze,"[""Popeye"",""McDonald"",""KFC"",""Burger King"",""Subway"",""7Eleven""]","[""kfc"",""burger King "",""McDonald's "",""subway"",""nie wiem "",""Wendy's"",""nie wiem "",""nie wiem ""]","[""25"",""24"",""35""]","[""2"",""2"",""3"",""3"",""2"",""1""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""north fish""]",read
64,2025-04-13 10:21:28.751472+00,187,23,inne,5000-7500,miasto-500,raz-w-tygodniu,w-trakcie-studiow,"[""mcdonald, kfc, max burgers, popeyes, subway, burger king, thai wok,"",""five guys, in n out,""]","[""kfc"",""burger king "",""mcdonald "",""subway "",""taco bell "",""wendy’s "",""burger max "",""popeyes ""]","[""23"",""25"",""38""]","[""1"",""3"",""2"",""2"",""1"",""3""]","[""mcdonalds"",""kfc"",""subway"",""max burgers"",""north fish"",""popeyes""]",read
65,2025-04-13 10:21:51.321385+00,47,24,mezczyzna,7500-10000,miasto-500,raz-w-tygodniu,w-trakcie-studiow,"[""Mcdonalds, kfc, burger king, popeyes, taco bell, subway""]","[""Kfc"",""Popeyes"",""Mcdonalds"",""Subway"",""Taco bell"",""Wendys"",""Max premium burgers"",""Nie wiem""]","[""20"",""24"",""33""]","[""2"",""3"",""1"",""3"",""3"",""2""]","[""mcdonalds"",""burger king"",""kfc"",""max burgers"",""north fish"",""popeyes""]",read
66,2025-04-13 10:24:27.161671+00,4,23,kobieta,ponizej-1000,miasto-50-150,rzadziej-niz-raz-w-miesiacu,wyzsze,"[""McDonald, KFC, Wendy's, max burger, Popeye, taco bell, burger king, pizza hut, dominos, top pizza,""]","[""Kfc"",""Burger king"",""Mcdonalds"",""Subway"",""Taco bell"",""Wendys"",""Max burger"",""Nie wiem""]","[""25"",""29"",""40""]","[""4"",""3"",""4"",""3"",""1"",""2""]","[""mcdonalds"",""burger king"",""kfc""]",read
67,2025-04-13 10:25:37.285266+00,2,27,mezczyzna,2500-5000,miasto-500,czesciej-niz-raz-w-tygodniu,wyzsze,"[""McDonalds, KFC, Burger King, Subway, Popeyes, Wendy's, Chipotle, Kebab King, Thai Wok, NorthFish, SaladStory, Marche, Pasibus,""]","[""KFC"",""Burger King"",""McDonald's "",""Subway"",""Taco Bell"",""Wendy's "",""Max Premium Burger"",""Popeye's ""]","[""13.90"",""11.90"",""36.99""]","[""2"",""3"",""3"",""2"",""2"",""2""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""north fish"",""popeyes""]",read
75,2025-04-13 10:25:45.031667+00,68,24,kobieta,2500-5000,miasto-500,rzadziej-niz-raz-w-miesiacu,wyzsze,"[""McDonald, Subway, KFC, Burger King, Maxx""]","[""KFC"",""Burger king "",""McDonald "",""Subway"",""TacoBell"",""Wendy's"",""Max"",""Lousiana Kitchen""]","[""10"",""10"",""15""]","[""1"",""1"",""3"",""3"",""1"",""1""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""five guys""]",read
76,2025-04-13 10:26:30.230213+00,118,24,mezczyzna,ponizej-1000,miasto-500,raz-w-miesiacu,w-trakcie-studiow,"[""KFC, McDonald's, Burger King, Subway""]","[""KFC"",""Burger King"",""McDonald's"",""Subway"",""nie wiem"",""nie wiem"",""nie wiem"",""nie wiem""]","[""15"",""25"",""40""]","[""4"",""4"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""burger king"",""kfc""]",read
77,2025-04-13 10:27:43.165718+00,178,24,kobieta,1000-2500,miasto-500,raz-w-tygodniu,w-trakcie-studiow,"[""Mcdonalds"",""Burger King"",""KFC"",""Poppeyes"",""Subway""]","[""KFC"",""Burger King"",""Mcdonalds"",""Subway"",""Taco Bell"",""Wendys"",""MAX Burger"",""Poppeyes""]","[""18"",""16"",""28""]","[""3"",""1"",""2"",""1"",""2"",""3""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers""]",read
78,2025-04-13 10:30:29.97989+00,29,25,kobieta,1000-2500,miasto-500,raz-w-tygodniu,wyzsze,"[""McDonald's, popayes, KFC, taco bell,""]","[""KFC "",""Burger King "",""McDonald's "",""Subway"",""Taco bell "",""Wendy's "",""Max burger "",""Popayes ""]","[""25"",""20"",""35""]","[""3"",""2"",""3"",""2"",""3"",""2""]","[""subway"",""mcdonalds"",""burger king"",""kfc"",""max burgers"",""north fish"",""popeyes""]",read
80,2025-04-13 10:31:20.724153+00,38,27,kobieta,5000-7500,miasto-500,rzadziej-niz-raz-w-miesiacu,wyzsze,"[""McDonald’s, KFC, Burger King, max premium burgers, north fish, pasibus, salad story, Thai wok, silver dragon""]","[""KFC"",""Burger King "",""McDonald’s "",""Subway"",""nie wiem"",""nie wiem "",""Max premium burgers"",""Nando’s""]","[""28"",""28"",""35""]","[""4"",""4"",""1"",""2"",""1"",""2""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""north fish""]",read
81,2025-04-13 10:34:08.501409+00,7,25,kobieta,2500-5000,miasto-500,raz-w-miesiacu,wyzsze,"[""Max burgers"",""Mcdonalds"",""KFC"",""Taco bell"",""Burger king"",""Wendys""]","[""KFC "",""Nie wiem "",""Mcdonalds "",""Subway "",""Taco bell "",""Wendys "",""Max burger "",""Nie wiem ""]","[""20"",""20"",""40""]","[""4"",""4"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""north fish""]",read
82,2025-04-13 10:34:42.987719+00,9,27,kobieta,2500-5000,miasto-500,raz-w-miesiacu,wyzsze,"[""mcdonald"",""kfc"",""burgerking"",""subway"",""kebabking"",""amir""]","[""kfc"",""burgerking"",""mcdonald"",""subway"",""nie wiem"",""nie wiem"",""max"",""nie wiem""]","[""20"",""25"",""35""]","[""2"",""4"",""2"",""1"",""3"",""2""]","[""mcdonalds"",""kfc"",""subway"",""max burgers""]",read
83,2025-04-13 10:35:35.756734+00,25,24,mezczyzna,1000-2500,miasto-50-150,rzadziej-niz-raz-w-miesiacu,w-trakcie-studiow,"[""McDonald's"",""KFC"",""Wendy's"",""Burger King"",""Subway"",""Max Burger"",""Matsuya"",""Mosu Burger"",""Kura Sushi"",""Sushiro""]","[""KFC"",""nie wiem"",""McDonald's "",""Subway "",""Taco bell"",""Wendy's "",""Max Burger "",""nie wiem ""]","[""20"",""25"",""29""]","[""2"",""1"",""2"",""3"",""1"",""3""]","[""mcdonalds"",""burger king"",""wendys"",""kfc"",""subway"",""max burgers"",""north fish""]",read
84,2025-04-13 10:39:22.826336+00,175,24,mezczyzna,1000-2500,miasto-500,raz-w-miesiacu,wyzsze,"[""McDonald's, KFC, Burger King, Subway""]","[""KFC"",""Nie wiem"",""McDonald's"",""Subway"",""Nie wiem"",""Nie wiem"",""MmmMax?"",""Nie wiem""]","[""18.99"",""21.99"",""25.99""]","[""2"",""4"",""2"",""1"",""4"",""3""]","[""mcdonalds"",""kfc"",""north fish"",""burger king""]",read
85,2025-04-13 10:39:23.731232+00,136,23,kobieta,1000-2500,wies,raz-w-miesiacu,w-trakcie-studiow,"[""McDonald's, Burger King, Subway, Pizza Hut, Domino's Pizza, KFC, Wendy's, Taco Bell, Popeye's""]","[""KFC"",""Burger King"",""McDonald's "",""Subway"",""Taco Bell"",""Wendy's"",""Max Burger"",""Nie wiem ""]","[""20.00"",""18.00"",""32.00""]","[""1"",""4"",""2"",""1"",""3"",""3""]","[""mcdonalds"",""burger king"",""kfc"",""subway""]",read
86,2025-04-13 10:39:32.012708+00,169,28,kobieta,5000-7500,miasto-500,rzadziej-niz-raz-w-miesiacu,wyzsze,"[""McDonald"",""Kfc"",""Burger King""]","[""Kfc"",""Burger king"",""McDonald "",""Subway"",""Nie wiem"",""Nie wiem"",""Nie wiem"",""Nie wiem""]","[""30"",""30"",""50""]","[""4"",""4"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""kfc"",""subway""]",read
89,2025-04-13 10:40:10.451668+00,90,33,kobieta,2500-5000,miasto-500,raz-w-miesiacu,wyzsze,"[""Mc Donalda , kfc, pizza hut , subway , Burger king ,""]","[""Kfc"",""Burger king "",""Mc donald"",""Subway "",""Nie wiem "",""Nie wiem"",""Max Burger "",""Nie wiem""]","[""22"",""25"",""30""]","[""1"",""3"",""3"",""3"",""3"",""3""]","[""mcdonalds"",""burger king"",""kfc"",""subway""]",read
90,2025-04-13 10:41:05.999622+00,172,27,inne,2500-5000,wies,raz-w-miesiacu,wyzsze,"[""mcdonalds, burger king, kfc, popeye's, maxiburger, pasibus""]","[""kfc"",""burger king"",""mcdonalds"",""subway"",""taco bell"",""wendy's"",""Max burgers"",""popeye's""]","[""25"",""30"",""33""]","[""2"",""1"",""3"",""3"",""1"",""1""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""north fish""]",read
91,2025-04-13 10:42:28.651018+00,86,24,kobieta,2500-5000,miast-50,raz-w-miesiacu,w-trakcie-studiow,"[""Kfc McDonald Burger King kebab king trust Burger pizza""]","[""Kfc"",""Burger king"",""Mc donald"",""Subway"",""Nie wiem"",""Nie wiem"",""Max Burger? Nie wiem"",""Nie wiem""]","[""22"",""22"",""30""]","[""4"",""4"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""burger king"",""kfc""]",read
93,2025-04-13 10:42:43.015915+00,64,23,kobieta,1000-2500,miasto-500,raz-w-miesiacu,wyzsze,"[""McDonalds"",""KFC"",""Popeyes"",""Pizza Hut"",""Burger King"",""Taco Bell"",""Wendy’s"",""Kebab King"",""Subway"",""Panda express"",""Thai Wok"",""Da Grasso"",""Max Burger""]","[""KFC"",""Burger King"",""McDonalds "",""Subway"",""Taco Bell"",""Wendy’s "",""Max Burger "",""Popeyes ""]","[""20"",""20"",""32""]","[""4"",""4"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""popeyes"",""five guys""]",read
94,2025-04-13 10:43:27.898031+00,153,24,kobieta,1000-2500,miasto-500,raz-w-tygodniu,wyzsze,"[""Mcdonalds"",""KFC"",""Popeyes"",""Bruger King"",""Pizza Hut"",""Taco Bell"",""Max burger""]","[""KFC"",""Burger king"",""Mcdonalds"",""Subway"",""Taco Bell"",""Wendys"",""Max burger"",""Popeyes""]","[""24"",""23"",""29""]","[""3"",""1"",""1"",""3"",""2"",""2""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""north fish"",""popeyes""]",read
95,2025-04-13 10:43:31.401878+00,179,23,kobieta,2500-5000,wies,raz-w-miesiacu,w-trakcie-studiow,"[""Kfc""]","[""Kfc"",""Burger king"",""Mcdonalds"",""Subway"",""Nie wiem"",""Nie wiem"",""Burger max"",""Popeyes""]","[""24"",""20"",""35""]","[""4"",""4"",""2"",""4"",""4"",""4""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""north fish"",""popeyes""]",read
97,2025-04-13 10:44:34.01391+00,100,23,kobieta,2500-5000,miasto-50-150,raz-w-tygodniu,w-trakcie-studiow,"[""KFC, Mcdonald's""]","[""KFC"",""Burger King"",""McDonald's"",""Subway"",""Nie wiem "",""Nie wiem "",""Max Premium Burgers"",""Nie wiem ""]","[""32"",""35"",""45""]","[""3"",""1"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""north fish""]",read
98,2025-04-13 10:48:04.354252+00,146,23,kobieta,2500-5000,miast-50,czesciej-niz-raz-w-tygodniu,w-trakcie-studiow,"[""McDonald's"",""Wendy’s"",""Kfc"",""Burger King"",""In n out"",""Kebab King"",""Raising canes"",""Pizza Hut"",""Dairy Queen"",""Dominos"",""Dunkin Donuts"",""Five guys"",""Jollibee"",""Max burgers"",""North fish"",""Pasibus"",""Popeyes"",""Subway"",""Taco bell"",""Da grasso"",""Panda Express""]","[""Kfc"",""Burger King "",""Mcdonalds "",""Subway"",""Taco bell"",""Wendy’s "",""Max burgers "",""Popeyes""]","[""24"",""27"",""32""]","[""4"",""2"",""3"",""2"",""1"",""1""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""popeyes""]",read
99,2025-04-13 10:48:33.779559+00,12,24,kobieta,5000-7500,miasto-500,rzadziej-niz-raz-w-miesiacu,wyzsze,"[""mcdonalds"",""kfc"",""burgerking"",""max burger"",""subway""]","[""kfc"",""burger king"",""mcdonald's"",""subway"",""taco bell"",""wendy's"",""max burgers"",""nie wiem""]","[""35"",""28"",""38""]","[""4"",""4"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""max burgers"",""kfc""]",read
101,2025-04-13 10:48:35.137023+00,62,25,mezczyzna,5000-7500,miasto-500,raz-w-tygodniu,wyzsze,"[""Mcdonald’s, KFC, Popeyes, Wendys, Sonic, Taco Bell, FiveGuys, In-n-Out, ShakeShack, Panda Express, Checkers, Raising Caines, Loteria, Arbys, Chipotle, Whataburger, Jolebee, White Castle, Max Premium Burgers, Kebab King, Pizza Hit, Dominos, Little Ceaser’s, Dodo Pizza, Zahir Kebab, Chick-Fill-A, Wing Stop, Burger King i nie chce mi się dalej pisać, znam dużo""]","[""KFC"",""Burger King"",""Mcdonalds"",""Subway"",""Taco Bell"",""Wendys"",""Max Premium Burgers"",""Popeyes""]","[""20"",""26"",""32""]","[""2"",""3"",""1"",""3"",""3"",""2""]","[""mcdonalds"",""burger king"",""wendys"",""kfc"",""subway"",""max burgers"",""popeyes"",""five guys""]",read
102,2025-04-13 10:49:01.149947+00,57,24,kobieta,1000-2500,miasto-500,raz-w-tygodniu,wyzsze,"[""McDonald's"",""MAX BURGER"",""Burger King"",""KFC"",""Kebab king"",""Pizza hut"",""Popeyes"",""Pasibus"",""Dominos pizza"",""Tele pizza"",""Subway"",""5 guys"",""Taco bell"",""Wendy's"",""In-n-out burger"",""Dunkin donuts"",""Starbucks"",""Costa coffee""]","[""KFC"",""Burger king"",""McDonald's"",""Subway"",""Taco bell"",""Wendy's"",""Max premium burgers"",""Popeye's""]","[""25"",""26"",""34""]","[""3"",""2"",""1"",""3"",""1"",""2""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""five guys""]",read
103,2025-04-13 10:49:41.01147+00,27,24,kobieta,2500-5000,miasto-500,rzadziej-niz-raz-w-miesiacu,w-trakcie-studiow,"[""McDonald's, Burger King, Subway, Taco Bell, KFC, Pizza Hut""]","[""KFC"",""Burger King"",""McDonald's"",""Subway"",""Taco Bell"",""Wendy's"",""Max"",""nie wiem""]","[""32"",""32"",""35""]","[""4"",""1"",""3"",""3"",""1"",""3""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""five guys""]",read
104,2025-04-13 10:50:05.379785+00,10,23,kobieta,ponizej-1000,miasto-500,rzadziej-niz-raz-w-miesiacu,w-trakcie-studiow,"[""McDonald's"",""KFC"",""Burger King"",""Subway""]","[""KFC "",""Nie wiem "",""McDonald's "",""Subway "",""Nie wiem "",""Nie wiem "",""Nie wiem "",""Nie wiem ""]","[""15"",""23"",""25""]","[""4"",""4"",""4"",""1"",""3"",""4""]","[""subway"",""mcdonalds""]",read
105,2025-04-13 10:50:41.939241+00,152,35,kobieta,powyzej-10000,miasto-500,rzadziej-niz-raz-w-miesiacu,wyzsze,"[""McDonalds"",""Burger King"",""KFC"",""Subway""]","[""KFC"",""Nie wiem"",""McDonalds"",""Subway"",""Nie wiem"",""Nie wiem"",""Max Burgers"",""Nie wiem""]","[""15"",""16"",""25""]","[""4"",""4"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers"",""north fish""]",read
107,2025-04-13 10:52:51.172987+00,188,24,mezczyzna,ponizej-1000,wies,raz-w-tygodniu,w-trakcie-studiow,"[""Mcdonalds, KFC, Popeyes, Jollibee, Burger King, Kebab King,""]","[""kfc"",""Burger King "",""McDonald's "",""Subway "",""Chic fil A"",""Wendy's"",""Max Burger"",""Popeyes ""]","[""12"",""15"",""30""]","[""3"",""3"",""1"",""2"",""1"",""2""]","[""mcdonalds"",""burger king"",""kfc""]",read
108,2025-04-13 10:57:21.343762+00,60,23,mezczyzna,ponizej-1000,miasto-500,rzadziej-niz-raz-w-miesiacu,w-trakcie-studiow,"[""KFC, McDonald’s, Burger King, Pizza Hut, Max Burger, Popeye""]","[""KFC"",""Burger King "",""McDonald "",""Subway"",""Nie wiem"",""Nie wiem"",""Max Burger"",""Popeye""]","[""15"",""25"",""30""]","[""3"",""2"",""4"",""4"",""2"",""1""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers""]",read
109,2025-04-13 10:57:31.54584+00,167,23,mezczyzna,2500-5000,miasto-500,raz-w-miesiacu,wyzsze,"[""Mcdonalds, KFC, Burger King, Popeyes, Taco Bell, Wendy’s, Subway, Chipotle, Pizza Hut, Dominos, Dunkin Donuts, Five Guys, Papa Johns""]","[""KFC "",""KFC"",""McDonalds "",""Subway "",""Taco Bell"",""Wendys "",""Max Burger "",""Popeyes ""]","[""24"",""25"",""30""]","[""2"",""3"",""4"",""3"",""3"",""2""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers""]",read
136,2025-04-13 10:59:45.516421+00,46,24,kobieta,1000-2500,miasto-500,rzadziej-niz-raz-w-miesiacu,w-trakcie-studiow,"[""McDonald’s, Burger King, In-n-Out, Panda Express, KFC, Max Burgers, Popeyes, Taco Bell""]","[""KFC"",""Burger King"",""McDonald’s "",""Subway"",""Taco Bell"",""Nie wiem"",""Max Burgers"",""Popeyes""]","[""20"",""25"",""35""]","[""3"",""2"",""1"",""1"",""3"",""1""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers""]",read
137,2025-04-13 11:00:51.626958+00,149,23,kobieta,1000-2500,miasto-500,raz-w-miesiacu,wyzsze,"[""McDonald's, KFC, Wendy, white castle, taco bell, burger king, max,""]","[""KFC"",""burger king"",""McDonald's "",""subway"",""taco bell"",""wendy"",""Max"",""nie wiem""]","[""15"",""20"",""18""]","[""2"",""3"",""2"",""2"",""1"",""3""]","[""mcdonalds"",""burger king"",""kfc"",""max burgers""]",read
138,2025-04-13 11:06:44.440863+00,162,30,inne,2500-5000,miasto-500,raz-w-miesiacu,wyzsze,"[""McDonald, KFC, pizza hut""]","[""KFC "",""Burger King "",""Macdonald "",""Sabway"",""Nie wiem"",""Nie wiem"",""Nie wiem"",""Nie wiem""]","[""30"",""28"",""35""]","[""4"",""4"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""north fish""]",read
139,2025-04-13 11:07:21.207021+00,123,24,kobieta,ponizej-1000,miasto-500,raz-w-tygodniu,w-trakcie-studiow,"[""McDonald's"",""KFC"",""Pizza Hut"",""Telepizza"",""Domino's"",""Da Grasso"",""Popeyes"",""Chick-fil-A"",""Kebab King"",""Doner Kebab"",""Amrit Kebab"",""Subway"",""Taco Bell"",""Panda Express"",""Sonic"",""Burger King""]","[""KFC"",""Burger King"",""McDonald's"",""Subway"",""Taco Bell"",""Wendy's"",""Max Burger"",""Popeyes""]","[""23"",""25"",""30""]","[""4"",""4"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""kfc""]",read
140,2025-04-13 11:07:36.329286+00,72,29,mezczyzna,powyzej-10000,miasto-500,rzadziej-niz-raz-w-miesiacu,wyzsze,"[""McDonald's, KFC, Pizza hut, Bobby Burger, Max Premium Burgers, ...""]","[""KFC"",""Nie wiem"",""McDonald's "",""Subway"",""Nie wiem"",""Nie wiem"",""Max Premium Burgers "",""Nie wiem""]","[""18.99"",""18.99"",""20.99""]","[""1"",""2"",""3"",""1"",""2"",""2""]","[""mcdonalds"",""burger king"",""kfc"",""subway"",""max burgers""]",read
141,2025-04-13 11:08:27.180987+00,155,24,kobieta,1000-2500,miasto-500,raz-w-tygodniu,wyzsze,"[""Mcdonalds"",""Subway"",""KFC""]","[""KFC"",""Burger King "",""Mcdonalds"",""Subway"",""Nie wiem "",""Nie wiem "",""Max Burger "",""Nie wiem ""]","[""15"",""20"",""20""]","[""4"",""4"",""4"",""4"",""4"",""4""]","[""mcdonalds"",""kfc"",""subway""]",read
